Drug,Primary Indication,Virus,Virus Group,Cell lines,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Approved,Phase IV,Potential target,Mode_of_action,Reference,Virus Family,Virus Name,Viral Strain/Type,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,InChI_Key,Approval Status,Negative Result?
Anisomycin,Antibiotic,DENV-3,(+)ssRNA,*,,,,,,,,Human ribosome,DNA synthesis inhibitor,PMID: 32081740,Flaviviridae,Dengue virus,Dengue virus 3,Dengue fever,2,DB07374,253602,YKJYKKNCCRKFSL-RDBSUJKOSA-N,Experimental,
Anisomycin,Antibiotic,DENV-4,(+)ssRNA,*,,,,,,,,Human ribosome,DNA synthesis inhibitor,PMID: 32081740,Flaviviridae,Dengue virus,Dengue virus 4,Dengue fever,2,DB07374,253602,YKJYKKNCCRKFSL-RDBSUJKOSA-N,Experimental,
Anisomycin,Antibiotic,JEV,(+)ssRNA,*,,,,,,,,Human ribosome,DNA synthesis inhibitor,PMID: 16099910,Flaviviridae,Japanese encephalitis virus,,Japanese encephalitis,2,DB07374,253602,YKJYKKNCCRKFSL-RDBSUJKOSA-N,Experimental,
Anisomycin,Antibiotic,MERS-CoV,(+)ssRNA,*,,,,,,,,Human ribosome,DNA synthesis inhibitor,PMID: 24841273,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB07374,253602,YKJYKKNCCRKFSL-RDBSUJKOSA-N,Experimental,
Anisomycin,Antibiotic,SARS-CoV,(+)ssRNA,*,,,,,,,,Human ribosome,DNA synthesis inhibitor,PMID: 24841273,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB07374,253602,YKJYKKNCCRKFSL-RDBSUJKOSA-N,Experimental,
Anisomycin,Antibiotic,ZIKV,(+)ssRNA,*,,,,,,,,Human ribosome,DNA synthesis inhibitor,PMID: 32081740,Flaviviridae,Zika virus,,Zika virus disease,2,DB07374,253602,YKJYKKNCCRKFSL-RDBSUJKOSA-N,Experimental,
Apilimod,Anticancer,EBOV,(-)ssRNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 28403145,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Apilimod,Anticancer,LASV,(-)ssRNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 30700611,Arenaviridae,Lassa mammarenavirus,,Lassa hemorrhagic fever,0,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Apilimod,Anticancer,MARV,(-)ssRNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 28403145,Filoviridae,Marburg marburgvirus,Marburg virus,Marburg hemorrhagic fever,3,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Apilimod,Anticancer,ASFV,dsDNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 33249093,Asfarviridae,African swine fever virus,,No disease in human; Swine fever in swine,,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Apilimod,Anticancer,HCoV-229E,(+)ssRNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 33249093,Coronaviridae,Human coronavirus 229E,,Common cold,8,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Apilimod,Anticancer,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 33249093,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Apilimod,Anticancer,LUJV,(-)ssRNA,*,,,,,,,,Human PTK,PIKfyve kinase inhibitor,PMID: 34203149,Arenaviridae,Lujo mammarenavirus,,Lassa fever-like illness,0,DB05611,10173277,HSKAZIJJKRAJAV-KOEQRZSOSA-N,Investigational,
Aprotinin,Antifibrinilytic,RuV,(+)ssRNA,*,,*,,,,,,Human (multiple),Serine protease inhibitor,PMID:1723785,Matonaviridae,Rubivirus rubellae,,Rubella ,6,DB06692,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Approved,
Aprotinin,Antifibrinilytic,SINV,(+)ssRNA,*,,*,,,,,,Human (multiple),Serine protease inhibitor,PMID:2429615,Togaviridae,Sindbis virus,,Rash and arthritis,6,DB06692,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Approved,
Aprotinin,Antifibrinilytic,FLUAV,(-)ssRNA,*,,,,,,,,Human (multiple),Serine protease inhibitor,PMID:21602614,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB06692,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Approved,
Aprotinin,Antifibrinilytic,FLUBV,(-)ssRNA,*,,,,,,,,Human (multiple),Serine protease inhibitor,PMID:7515225,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB06692,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Approved,
Aprotinin,Antifibrinilytic,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human (multiple),Serine protease inhibitor,PMID: 33143316,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB06692,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Approved,
Aprotinin,Antifibrinilytic,WNV,(+)ssRNA,*,,,,,,,,Human (multiple),Serine protease inhibitor,PMID:17188926,Flaviviridae,West Nile virus,,West Nile fever,2,DB06692,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Approved,
Artesunate,Antimalarial,EBOV,(-)ssRNA,,,,,*,*,,,Unknown,Unclear,NCT02307591,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,CMV,dsDNA,,,,,,*,,,Unknown,Unclear,NCT00284687,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,HPV,dsDNA,,,,*,*,,,,Unknown,Unclear,NCT03100045; NCT04098744,Papillomaviridae,,,,,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,BKV,dsDNA,*,,,,,,,,Unknown,Unclear,PMID:30677427,Polyomaviridae,Human polyomavirus 1,,Nephropathy and hemorrhagic cystitis,-1,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,EBV,dsDNA,*,,,,,,,,Unknown,Unclear,PMID:30677427,Herpesviridae,Human gammaherpesvirus 4,,Infectious mononucleosis,12,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,HHV-6,dsDNA,*,,,,,,,,Unknown,Unclear,PMID:30677427,Herpesviridae,Human betaherpesvirus 6,,Exanthema subitum,12,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,JCV,dsDNA,*,,,,,,,,Unknown,Unclear,PMID:30677427,Polyomaviridae,Human polyomavirus 2,,Progressive multifocal leukoencephalopathy,-1,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Artesunate,Antimalarial,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Unknown,Unclear,PMID: 32786284,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB09274,6917864,FIHJKUPKCHIPAT-AHIGJZGOSA-N,Approved,
Atazanavir,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral protease,Protease inhibitor,DrugBank ID: DB01072,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB01072,148192,AXRYRYVKAWYZBR-GASGPIRDSA-N,Approved,
Atazanavir,Antiviral,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Viral protease,Protease inhibitor,PMID: 32759267,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB01072,148192,AXRYRYVKAWYZBR-GASGPIRDSA-N,Approved,
Atovaquone,Antimalarial,ZIKV,(+)ssRNA,,*,,,,,,,Human DHODH,Unknown,PMID: 30894466,Flaviviridae,Zika virus,,Zika virus disease,2,DB01117,74989,KUCQYCKVKVOKAY-CTYIDZIISA-N,Approved,
Atovaquone,Antimalarial,CHIKV,(+)ssRNA,*,,,,,,,,Human DHODH,Unknown,PMID: 30894466,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB01117,74989,KUCQYCKVKVOKAY-CTYIDZIISA-N,Approved,
AVN-944,Anticancer,CMV,dsDNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,EMCV,(+)ssRNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Picornaviridae,Cardiovirus A,,Encephalomyocarditis,9,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,HBV,dsDNA-RT,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,HPIV-3,(-)ssRNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Paramyxoviridae,Human respirovirus 3,,"Bronchiolitis, Bronchitis, Pneumonia",4,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,HSV-1,dsDNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,RSV,(-)ssRNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Pneumoviridae,Human orthopneumovirus,,Lower respiratory tract infections,24,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,VEEV,(+)ssRNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 10722482,Togaviridae,Venezuelan equine encephalitis virus,,No disease in human; Encephalitis in equines,6,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
AVN-944,Anticancer,LUJV,(-)ssRNA,*,,,,,,,,Human IMPDH,IMPDH inhibitor,PMID: 34203149,Arenaviridae,Lujo mammarenavirus,,Lassa fever-like illness,0,DB05500,9918559,GYCPCOJTCINIFZ-OXJNMPFZSA-N,Investigational,
Azacitidine,Anticancer,HAdV-1,dsDNA,*,,,,,,,,Viral DNA pol,Nucleoside analog; DNA methyl transferase inhibitor,PMID:11562975,Adenoviridae,Human mastadenovirus C,Human adenovirus 1,Respiratory disease,73,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,HAdV-2,dsDNA,*,,,,,,,,Viral DNA pol,Nucleoside analog; DNA methyl transferase inhibitor,PMID:11562975,Adenoviridae,Human mastadenovirus C,Human adenovirus C2,Respiratory disease,73,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,HAdV-5,dsDNA,*,,,,,,,,Viral DNA pol,Nucleoside analog; DNA methyl transferase inhibitor,PMID:11562975,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog DNA methyl transferase inhibitor,PMID:11562975,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Viral RT,Nucleoside analog DNA methyl transferase inhibitor,PMID:27117260,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,HIV-2,ssRNA-RT,*,,,,,,,,Viral RT,Nucleoside analog DNA methyl transferase inhibitor,PMID:25103850,Retroviridae,Human immunodeficiency virus 2,,Acquired immune deficiency syndrome,33,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,HMPV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog DNA methyl transferase inhibitor,doi: 10.3389/fimmu.2019.02186,Pneumoviridae,Human metapneumovirus,,Lower respiratory infection in young children,24,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azacitidine,Anticancer,RVFV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog DNA methyl transferase inhibitor,PMID:29698664,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB00928,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Approved,
Azaribine,Treatment of Psoriasis,FLUAV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Inhibition of Viral Genome Replication,PMID:31941776,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,16574,QQOBRRFOVWGIMD-OJAKKHQRSA-N,Withdrawn,
Azaribine,Treatment of Psoriasis,FLUBV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Inhibition of Viral Genome Replication,PMID: 31941776,Orthomyxoviridae,Influenza B virus,,Influenza,34,N/A,16574,QQOBRRFOVWGIMD-OJAKKHQRSA-N,Withdrawn,
Azaribine,Treatment of Psoriasis,WNV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Inhibition of Viral Genome Replication,PMID: 12076755,Flaviviridae,West Nile virus,,West Nile fever,2,N/A,16574,QQOBRRFOVWGIMD-OJAKKHQRSA-N,Withdrawn,
Azaribine,Treatment of Psoriasis,ZIKV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Inhibition of Viral Genome Replication,PMID: 32961956,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,16574,QQOBRRFOVWGIMD-OJAKKHQRSA-N,Withdrawn,
Azauridine,Antiviral,HCoV-NL63,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 16723558,Coronaviridae,Human coronavirus NL63,,Respiratory tract infection,8,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,DENV-1,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Dengue virus,Dengue virus 1,Dengue fever,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,DENV-2,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,DENV-4,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Dengue virus,Dengue virus 4,Dengue fever,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,JEV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Japanese encephalitis virus,,Japanese encephalitis,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,WNV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,West Nile virus,,West Nile fever,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,YFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Yellow fever virus,,Yellow fever,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,USUV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Usutu virus,,Fever; rash; encephalitis; meningitis,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,LGTV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Langat virus,,No disease in humans,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azauridine,Antiviral,WESSV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleoside analog,PMID: 12719009,Flaviviridae,Wesselsbron virus,,Fever; headache; myalgia; arthralgia; impaired vision,2,N/A,5901,WYXSYVWAUAUWLD-SHUUEZRQSA-N,Experimental,
Azithromycin,Antibiotic,FLUAV,(-)ssRNA,,,,,,,,*,Human (multiple),N/A,NCT01779570,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,RSV,(-)ssRNA,,,,*,*,*,,,Human (multiple),N/A,NCT02911935; NCT02911935,Pneumoviridae,Human orthopneumovirus,,Lower respiratory tract infections,24,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,SARS-CoV-2,(+)ssRNA,,,,,,*,,,Human (multiple),N/A,PMID: 33676597,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,EBOV,(-)ssRNA,*,,*,*,*,,,,Human (multiple),N/A,PMID:27622822; NCT02380625,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,HIV-1,ssRNA-RT,,,,*,,,,,Human (multiple),N/A,NCT04036318; NCT01227395,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,EV-A71,(+)ssRNA,*,,*,,,,,,Human (multiple),N/A,PMID:30599241,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,HRV-A16,(+)ssRNA,*,,*,,,,,,Human (multiple),N/A,PMID:28415826,Picornaviridae,Rhinovirus A,Rhinovirus A16,Common cold ,86,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,HCV,(+)ssRNA,*,,,,,,,,Human (multiple),N/A,doi: 10.3389/fimmu.2019.02186,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,CV-A16,(+)ssRNA,*,,,,,,,,,,PMID:30599241,Picornaviridae,Enterovirus A,Coxsackievirus A16,"Hand, foot, and mouth disease",9,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Azithromycin,Antibiotic,ZIKV,(+)ssRNA,*,,,,,,,,Human (multiple),N/A,PMID:27911847,Flaviviridae,Zika virus,,Zika virus disease,2,DB00207,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,Approved,
Baloxavir marboxil,Antiviral,FLUAV,(-)ssRNA,,,,,,,*,,Viral endonuclease,Blocks intracellular viral RNA synthesis,DrugBank ID: DB13997,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB13997,124081896,RZVPBGBYGMDSBG-GGAORHGYSA-N,Approved,
Baloxavir marboxil,Antiviral,FLUBV,(-)ssRNA,,,,,,,*,,Viral endonuclease,Blocks intracellular viral RNA synthesis,DrugBank ID: DB13997,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB13997,124081896,RZVPBGBYGMDSBG-GGAORHGYSA-N,Approved,
Baloxavir marboxil,Antiviral,BUNV,(-)ssRNA,*,,,,,,,,Viral endonuclease,Blocks intracellular viral RNA synthesis,PMID: 32766680,Peribunyaviridae,Bunyamwera orthobunyavirus,,Bunyamwera fever,22,DB13997,124081896,RZVPBGBYGMDSBG-GGAORHGYSA-N,Approved,
Baloxavir marboxil,Antiviral,HTNV,(-)ssRNA,*,,,,,,,,Viral endonuclease,Blocks intracellular viral RNA synthesis,PMID: 21680975,Hantaviridae,Hantaan orthohantavirus,,"Hemorrhagic fever with renal syndrome, Hantavirus pulmonary syndrome",21,DB13997,124081896,RZVPBGBYGMDSBG-GGAORHGYSA-N,Approved,
Baloxavir marboxil,Antiviral,LACV,(-)ssRNA,*,,,,,,,,Viral endonuclease,Blocks intracellular viral RNA synthesis,PMID: 32766680,Peribunyaviridae,La Crosse orthobunyavirus,,La Crosse encephalitis,22,DB13997,124081896,RZVPBGBYGMDSBG-GGAORHGYSA-N,Approved,
Beclabuvir,Antiviral,HCV,(+)ssRNA,,,,,*,,,,Viral RNA pol,Unknown,PMID: 29869645,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB12225,49773361,ZTTKEBYSXUCBSE-VSBZUFFNSA-N,Investigational,
Beclabuvir,Antiviral,RHDV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Unknown,PMID: 28757394,Caliciviridae,Rabbit hemorrhagic disease virus    ,,No disease in human,7,DB12225,49773361,ZTTKEBYSXUCBSE-VSBZUFFNSA-N,Investigational,
Beclabuvir,Antiviral,RCV-A1,(+)ssRNA,*,,,,,,,,Viral RNA pol,Unknown,PMID: 28757394,Caliciviridae,,Rabbit Calicivirus Austrialia 1,No disease in human,7,DB12225,49773361,ZTTKEBYSXUCBSE-VSBZUFFNSA-N,Investigational,
Beclabuvir,Antiviral,NoV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Unknown,PMID: 28757394,Caliciviridae,Norwalk virus,,Gastroenteritis,7,DB12225,49773361,ZTTKEBYSXUCBSE-VSBZUFFNSA-N,Investigational,
Beclabuvir,Antiviral,SPV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Unknown,PMID: 28757394,Caliciviridae,Sapporo virus,,Vesicular exanthema,7,DB12225,49773361,ZTTKEBYSXUCBSE-VSBZUFFNSA-N,Investigational,
Benztropine,Anticholinergic,EBOV,(-)ssRNA,*,,,,,,,,Human  CHRM1,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,PMID: 26202243,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00245,1201549,GIJXKZJWITVLHI-PMOLBWCYSA-N,Approved,
Benztropine,Anticholinergic,HCV,(+)ssRNA,*,,,,,,,,Human  CHRM1,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,PMID: 24709263,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00245,1201549,GIJXKZJWITVLHI-PMOLBWCYSA-N,Approved,
Benztropine,Anticholinergic,MARV,(-)ssRNA,*,,,,,,,,Human  CHRM1,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,PMID: 26202243,Filoviridae,Marburg marburgvirus,Marburg virus,Marburg hemorrhagic fever,3,DB00245,1201549,GIJXKZJWITVLHI-PMOLBWCYSA-N,Approved,
Benztropine,Anticholinergic,MERS-CoV,(+)ssRNA,*,,,,,,,,Human  CHRM1,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,PMID: 24841273,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB00245,1201549,GIJXKZJWITVLHI-PMOLBWCYSA-N,Approved,
Benztropine,Anticholinergic,SARS-CoV,(+)ssRNA,*,,,,,,,,Human  CHRM1,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,PMID: 24841273,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB00245,1201549,GIJXKZJWITVLHI-PMOLBWCYSA-N,Approved,
Benztropine,Anticholinergic,LUJV,(-)ssRNA,*,,,,,,,,Human  CHRM1,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,PMID: 34203149,Arenaviridae,Lujo mammarenavirus,,Lassa fever-like illness,0,DB00245,1201549,GIJXKZJWITVLHI-PMOLBWCYSA-N,Approved,
Bepridil,Antianginal,MARV,(-)ssRNA,*,,*,,,,,,Human ion channel ,Calcium / Potassium / Sodium channel antagonist,PMID:29982632,Filoviridae,Marburg marburgvirus,Marburg virus,Marburg hemorrhagic fever,3,DB01244,2351,UIEATEWHFDRYRU-UHFFFAOYSA-N,Withdrawn,
Bepridil,Antianginal,DENV-2,(+)ssRNA,*,,,,,,,,Human ion channel ,Calcium / Potassium / Sodium channel antagonist,PMID:30791609,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB01244,2351,UIEATEWHFDRYRU-UHFFFAOYSA-N,Withdrawn,
Bepridil,Antianginal,EBOV,(-)ssRNA,*,,,,,,,,Human ion channel ,Calcium / Potassium / Sodium channel antagonist,PMID:29939303,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB01244,2351,UIEATEWHFDRYRU-UHFFFAOYSA-N,Withdrawn,
Berberine,Anticancer,CHIKV,(+)ssRNA,*,,,,,,,,Unknown,AMP-activated protein kinase (AMPK) activator,PMID:26752081,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB04115,2353,YBHILYKTIRIUTE-UHFFFAOYSA-N,Investigational,
Berberine,Anticancer,CMV,dsDNA,*,,,,,,,,Unknown,AMP-activated protein kinase (AMPK) activator,PMID:30738836,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB04115,2353,YBHILYKTIRIUTE-UHFFFAOYSA-N,Investigational,
Berberine,Anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Unknown,AMP-activated protein kinase (AMPK) activator,PMID:21683808,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB04115,2353,YBHILYKTIRIUTE-UHFFFAOYSA-N,Investigational,
Berberine,Anticancer,HCV,(+)ssRNA,*,,,,,,,,Unknown,AMP-activated protein kinase (AMPK) activator,PMID:30668413,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB04115,2353,YBHILYKTIRIUTE-UHFFFAOYSA-N,Investigational,
